,name,decimalLongitude,decimalLatitude,issues,prov,key,datasetKey,publishingOrgKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,scientificName,kingdom,phylum,order,family,genus,genericName,specificEpithet,infraspecificEpithet,taxonRank,dateIdentified,coordinateUncertaintyInMeters,year,month,day,eventDate,modified,lastInterpreted,references,license,geodeticDatum,class,countryCode,country,rightsHolder,identifier,informationWithheld,verbatimEventDate,datasetName,collectionCode,gbifID,verbatimLocality,occurrenceID,taxonID,recordedBy,catalogNumber,institutionCode,rights,eventTime,occurrenceRemarks,identificationID,individualCount,elevation,elevationAccuracy,continent,stateProvince,habitat,institutionID,georeferencedBy,municipality,county,locality,language,taxonomicStatus,type,vernacularName,samplingProtocol,verbatimElevation,identifiedBy,higherClassification
91,Puma concolor,-116.842413,33.165131,"cdround,gass84",gbif,1453469164,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:42:09.980+0000,2018-01-11T08:35:19.815+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2017-03-01T22:43:24.000+0000,28998,2017,2,21,21-02-17,2017-09-26T23:43:48.000+0000,2018-02-05T02:21:01.500+0000,https://www.inaturalist.org/observations/5206708,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Bob Williams,5206708,Coordinate uncertainty increased to 28998m at the request of the observer,2017/02/21 8:25 PM PST,iNaturalist research-grade observations,Observations,1453469164,"San Diego County, US-CA, US",https://www.inaturalist.org/observations/5206708,42007,Bob Williams,5206708,iNaturalist,© Bob Williams some rights reserved,04:25:00Z,"Made a scrape seconds later. No scat, but light smell of urine.",10693029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Puma concolor,-116.43114,33.393823,"cdround,gass84",gbif,1807318442,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:37.422+0000,2018-04-16T15:56:55.863+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-02-07T00:32:15.000+0000,NA,2018,2,6,06-02-18,2018-04-10T09:14:49.000+0000,2018-04-16T15:56:55.887+0000,https://www.inaturalist.org/observations/9757087,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Fred Melgert / Carla Hoegen,9757087,NA,2018/02/06 1:17 PM PST,iNaturalist research-grade observations,Observations,1807318442,"San Diego County, CA, USA",https://www.inaturalist.org/observations/9757087,42007,Fred Melgert / Carla Hoegen,9757087,iNaturalist,© Fred Melgert / Carla Hoegen some rights reserved,21:17:00Z,Box Canyon,21497229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Puma concolor,-116.498205,33.638442,"cdround,gass84",gbif,1802789714,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:02.273+0000,2018-03-26T14:50:45.989+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-01-08T05:22:52.000+0000,NA,2018,1,7,07-01-18,2018-03-08T21:32:12.000+0000,2018-03-26T14:50:46.007+0000,https://www.inaturalist.org/observations/9408224,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Colin Barrows,9408224,NA,2018/01/07 10:11 AM PST,iNaturalist research-grade observations,Observations,1802789714,"Riverside County, CA, USA",https://www.inaturalist.org/observations/9408224,42007,Colin Barrows,9408224,iNaturalist,© Colin Barrows some rights reserved,18:11:00Z,Fresh!,20520941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Puma concolor,-118.760858,34.081051,"cdround,gass84",gbif,1841315754,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:53.373+0000,2018-05-31T15:21:07.568+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-02T19:45:55.000+0000,2571,2018,5,2,02-05-18,2018-05-11T20:05:32.000+0000,2018-05-31T15:21:07.848+0000,https://www.inaturalist.org/observations/12055800,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Santa Monica Mountains National Recreation Area,12055800,NA,Wed May 02 2018 12:43:40 GMT-0700 (PDT),iNaturalist research-grade observations,Observations,1841315754,"Malibu Creek State Park, Malibu, CA, US",https://www.inaturalist.org/observations/12055800,42007,Santa Monica Mountains National Recreation Area,12055800,iNaturalist,by Santa Monica Mountains National Recreation Area no rights reserved,19:43:40Z,This is a remote camera photo of P-12 from 4/29 near Malibu Creek State Park.,26348389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,Puma concolor,-118.591439,34.110992,"cdround,gass84",gbif,1841278795,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:43.526+0000,2018-05-31T15:20:49.837+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-04-30T18:07:48.000+0000,4000,2018,4,29,29-04-18,2018-05-09T13:58:11.000+0000,2018-05-31T15:20:50.347+0000,https://www.inaturalist.org/observations/11900690,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,donframpton,11900690,NA,2018/04/29 10:16 AM PDT,iNaturalist research-grade observations,Observations,1841278795,"Topanga, CA, USA",https://www.inaturalist.org/observations/11900690,143589,donframpton,11900690,iNaturalist,© donframpton some rights reserved,17:16:00Z,Young female mountain lion walking past the Trippet Ranch visitor center on Sunday morning.,26050483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Puma concolor,-119.202867,34.305972,"cdround,gass84",gbif,1668886376,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:46:20.910+0000,2018-04-09T19:02:10.924+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2017-11-05T03:58:45.000+0000,28846,2017,3,19,19-03-17,2018-03-08T21:49:03.000+0000,2018-04-09T19:02:10.980+0000,https://www.inaturalist.org/observations/8216249,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,djparisi,8216249,NA,Sun Mar 19 2017 12:52:30 GMT-0700 (PDT),iNaturalist research-grade observations,Observations,1668886376,"93003, Ventura, CA, US",https://www.inaturalist.org/observations/8216249,143589,djparisi,8216249,iNaturalist,© djparisi some rights reserved,19:52:30Z,NA,18496576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Puma concolor,-119.213371,34.341324,"cdround,gass84",gbif,1453423385,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:41:59.292+0000,2018-02-15T09:17:40.108+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2017-02-14T00:11:00.000+0000,NA,2017,1,17,17-01-17,2018-02-02T00:00:31.000+0000,2018-02-15T09:17:40.133+0000,https://www.inaturalist.org/observations/5104605,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Jessica West,5104605,NA,2017-01-17 3:03:21 PM PST,iNaturalist research-grade observations,Observations,1453423385,"Ventura, CA 93001",https://www.inaturalist.org/observations/5104605,42007,Jessica West,5104605,iNaturalist,© Jessica West some rights reserved,23:03:21Z,Knife is about 6 inches long.,10411539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,Puma concolor,-118.714592,34.399933,"cdround,gass84",gbif,1850985032,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:36:35.521+0000,2018-06-20T17:36:39.699+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-06-14T19:53:11.000+0000,10,2018,6,14,14-06-18,2018-06-15T00:59:45.000+0000,2018-06-20T17:38:53.219+0000,https://www.inaturalist.org/observations/13431033,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Adam Searcy,13431033,NA,Thu Jun 14 2018 06:29:08 GMT-0700 (PDT),iNaturalist research-grade observations,Observations,1850985032,"6116 E Telegraph Rd, Fillmore, CA, US",https://www.inaturalist.org/observations/13431033,42007,Adam Searcy,13431033,iNaturalist,© Adam Searcy some rights reserved,13:29:08Z,NA,29174793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Puma concolor,-118.713378,34.399975,"cdround,gass84",gbif,1850981661,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:36:34.204+0000,2018-06-20T17:36:38.177+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-06-14T04:15:27.000+0000,5,2018,6,13,13-06-18,2018-06-15T00:15:09.000+0000,2018-06-20T17:38:46.389+0000,https://www.inaturalist.org/observations/13415624,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Adam Searcy,13415624,NA,Wed Jun 13 2018 10:19:05 GMT-0700 (PDT),iNaturalist research-grade observations,Observations,1850981661,"6116 E Telegraph Rd, Fillmore, CA, US",https://www.inaturalist.org/observations/13415624,42007,Adam Searcy,13415624,iNaturalist,© Adam Searcy some rights reserved,17:19:05Z,NA,29139896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Puma concolor,-118.705513,34.4002,"cdround,gass84",gbif,1850981650,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:36:34.194+0000,2018-06-20T17:36:38.167+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-06-14T04:15:37.000+0000,5,2018,6,13,13-06-18,2018-06-14T19:25:40.000+0000,2018-06-20T17:38:46.477+0000,https://www.inaturalist.org/observations/13415626,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Adam Searcy,13415626,NA,Wed Jun 13 2018 10:35:06 GMT-0700 (PDT),iNaturalist research-grade observations,Observations,1850981650,"6720–6782 Camino del Rio, Fillmore, CA, US",https://www.inaturalist.org/observations/13415626,42007,Adam Searcy,13415626,iNaturalist,© Adam Searcy some rights reserved,17:35:06Z,NA,29139901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Puma concolor,-118.861997,34.839806,"cdround,gass84",gbif,1806375449,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:28.404+0000,2018-02-15T09:29:23.148+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-01-29T19:06:39.000+0000,22,2018,1,26,26-01-18,2018-01-31T21:52:25.000+0000,2018-02-15T09:29:25.434+0000,https://www.inaturalist.org/observations/9658170,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,ghosttooth,9658170,NA,Fri Jan 26 2018 11:26:52 GMT-0800 (PST),iNaturalist research-grade observations,Observations,1806375449,"Beartrap Rd, Lebec, CA, US",https://www.inaturalist.org/observations/9658170,42007,ghosttooth,9658170,iNaturalist,© ghosttooth some rights reserved,19:26:52Z,NA,21224530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Puma concolor,-120.738417,35.323801,"cdround,gass84",gbif,1837077255,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:33:01.658+0000,2018-05-31T15:18:03.709+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-26T18:54:03.000+0000,193,2018,1,30,30-01-18,2018-05-14T12:15:38.000+0000,2018-05-31T15:18:03.788+0000,https://www.inaturalist.org/observations/10435246,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Kyle Nessen,10435246,NA,2018/01/30 3:20 AM PST,iNaturalist research-grade observations,Observations,1837077255,"Colusa Ave, San Luis Obispo, CA 93405, USA",https://www.inaturalist.org/observations/10435246,42007,Kyle Nessen,10435246,iNaturalist,by Kyle Nessen no rights reserved,11:20:00Z,Courtesy of Cuesta College Biology Department,23187616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,Puma concolor,-121.202221,36.500199,"cdround,gass84",gbif,1847578290,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:33.800+0000,2018-05-31T15:23:03.280+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-22T06:28:02.000+0000,4,2018,5,16,16-05-18,2018-05-25T21:23:34.000+0000,2018-05-31T15:25:58.657+0000,https://www.inaturalist.org/observations/12701627,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,jprbelli,12701627,NA,2018/05/16 9:02 AM UTC,iNaturalist research-grade observations,Observations,1847578290,"San Benito County, CA, USA",https://www.inaturalist.org/observations/12701627,42007,jprbelli,12701627,iNaturalist,© jprbelli some rights reserved,NA,NA,27687757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Puma concolor,-121.183657,36.507232,"cdround,gass84",gbif,1806372833,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:27.609+0000,2018-04-09T19:05:06.039+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-01-29T01:35:33.000+0000,28534,2018,1,28,28-01-18,2018-03-08T21:28:08.000+0000,2018-04-09T19:05:06.163+0000,https://www.inaturalist.org/observations/9650615,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Daniel George,9650615,NA,Sun Jan 28 2018 08:58:43 GMT-0800 (PST),iNaturalist research-grade observations,Observations,1806372833,"Pinnacles National Park, San Benito County, US-CA, US",https://www.inaturalist.org/observations/9650615,143589,Daniel George,9650615,iNaturalist,© Daniel George some rights reserved,16:58:43Z,NA,21202140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Puma concolor,-121.424986,37.04642,gass84,gbif,1839252226,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:14.278+0000,2018-04-30T15:23:47.292+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-23T22:18:12.000+0000,53,2018,4,23,23-04-18,2018-04-24T03:19:09.000+0000,2018-04-30T15:23:47.313+0000,https://www.inaturalist.org/observations/11374621,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,11374621,NA,23-04-18,iNaturalist research-grade observations,Observations,1839252226,"Henry Coe State Park, CA, US",https://www.inaturalist.org/observations/11374621,42007,sferry,11374621,iNaturalist,© sferry some rights reserved,NA,small but obvious track,25261609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Puma concolor,-121.425555,37.047321,gass84,gbif,1807292560,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:31.232+0000,2018-02-15T09:29:29.649+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-01-31T23:19:37.000+0000,106,2018,1,29,29-01-18,2018-02-02T14:56:24.000+0000,2018-02-15T09:29:52.955+0000,https://www.inaturalist.org/observations/9685443,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,9685443,NA,29-01-18,iNaturalist research-grade observations,Observations,1807292560,"Henry W. Coe, Henry W. Coe State Park, Santa Clara County, US-CA, US",https://www.inaturalist.org/observations/9685443,42007,sferry,9685443,iNaturalist,© sferry some rights reserved,NA,NA,21297098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Puma concolor,-121.425608,37.047464,gass84,gbif,1805413186,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:15.523+0000,2018-04-09T19:04:46.597+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-01-17T22:55:32.000+0000,28447,2018,1,17,17-01-18,2018-01-20T17:31:37.000+0000,2018-04-09T19:04:46.650+0000,https://www.inaturalist.org/observations/9512195,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,9512195,NA,17-01-18,iNaturalist research-grade observations,Observations,1805413186,"Henry W. Coe, Henry W. Coe State Park, Santa Clara County, US-CA, US",https://www.inaturalist.org/observations/9512195,42007,sferry,9512195,iNaturalist,© sferry some rights reserved,NA,"2 lions in the second pic, same day",20835415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Puma concolor,-121.42549,37.047495,"cdround,gass84",gbif,1847472633,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:06.876+0000,2018-05-31T15:21:45.195+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-08T20:04:01.000+0000,61,2018,1,17,17-01-18,2018-05-11T20:05:04.000+0000,2018-05-31T15:22:35.040+0000,https://www.inaturalist.org/observations/12273816,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,12273816,NA,17-01-18 13:02,iNaturalist research-grade observations,Observations,1847472633,"Santa Clara County, CA, USA",https://www.inaturalist.org/observations/12273816,42007,sferry,12273816,iNaturalist,© sferry some rights reserved,21:02:00Z,2 mtn lions together,26832289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Puma concolor,-121.425729,37.0477,gass84,gbif,1836598873,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:31.912+0000,2018-05-09T01:49:39.917+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-08T23:49:57.000+0000,13,2018,3,6,06-03-18,2018-04-18T14:49:28.000+0000,2018-05-09T01:50:02.424+0000,https://www.inaturalist.org/observations/10143950,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,10143950,NA,06-03-18,iNaturalist research-grade observations,Observations,1836598873,"Henry W. Coe, Henry W. Coe State Park, Santa Clara County, US-CA, US",https://www.inaturalist.org/observations/10143950,42007,sferry,10143950,iNaturalist,© sferry some rights reserved,NA,Game camera,22488104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Puma concolor,-121.426574,37.049879,gass84,gbif,1805413163,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:15.515+0000,2018-04-09T19:04:46.598+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-01-17T22:56:49.000+0000,28447,2018,1,17,17-01-18,2018-01-19T22:06:58.000+0000,2018-04-09T19:04:47.115+0000,https://www.inaturalist.org/observations/9512199,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,9512199,NA,17-01-18,iNaturalist research-grade observations,Observations,1805413163,"Henry Coe State Park, CA, US",https://www.inaturalist.org/observations/9512199,143589,sferry,9512199,iNaturalist,© sferry some rights reserved,NA,2 lions in the second pic,20835453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Puma concolor,-121.426756,37.049992,gass84,gbif,1805413105,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:15.686+0000,2018-04-09T19:04:46.520+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-01-17T22:58:39.000+0000,28447,2018,1,4,04-01-18,2018-01-19T23:07:03.000+0000,2018-04-09T19:04:46.749+0000,https://www.inaturalist.org/observations/9512210,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,9512210,NA,04-01-18,iNaturalist research-grade observations,Observations,1805413105,"Henry W. Coe, Henry W. Coe State Park, Santa Clara County, US-CA, US",https://www.inaturalist.org/observations/9512210,42007,sferry,9512210,iNaturalist,© sferry some rights reserved,NA,NA,20835567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,Puma concolor,-121.4644,37.0758,gass84,gbif,1836660276,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:52.273+0000,2018-05-09T01:51:39.426+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-20T04:29:46.000+0000,NA,2018,3,4,04-03-18,2018-03-22T15:14:39.000+0000,2018-05-09T01:52:07.653+0000,https://www.inaturalist.org/observations/10321284,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Michael Ingrassia,10321284,NA,04-03-18,iNaturalist research-grade observations,Observations,1836660276,Henry W. Coe State Park,https://www.inaturalist.org/observations/10321284,42007,Michael Ingrassia,10321284,iNaturalist,© Michael Ingrassia some rights reserved,NA,Was coming back from a hike at 9:02 pm. Walking along Hunting Hollow Road (near the bat box) I noticed two eyes reflecting back across the creek. I brightened my flashlight and saw that it was a mountain lion laying on its side. Tried to grab a photo balancing a flashlight in one hand and the camera in the other.,22926400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Puma concolor,-121.413286,37.086301,gass84,gbif,1847594264,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:38.447+0000,2018-05-31T15:23:15.355+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-24T15:35:11.000+0000,26,2018,5,22,22-05-18,2018-05-24T18:08:16.000+0000,2018-05-31T15:26:29.739+0000,https://www.inaturalist.org/observations/12770967,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,sferry,12770967,NA,22-05-18,iNaturalist research-grade observations,Observations,1847594264,"Henry W. Coe, Henry W. Coe State Park, Santa Clara County, US-CA, US",https://www.inaturalist.org/observations/12770967,42007,sferry,12770967,iNaturalist,© sferry some rights reserved,NA,NA,27828621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
