,name,decimalLongitude,decimalLatitude,issues,prov,key,datasetKey,publishingOrgKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,scientificName,kingdom,phylum,order,family,genus,genericName,specificEpithet,infraspecificEpithet,taxonRank,dateIdentified,coordinateUncertaintyInMeters,year,month,day,eventDate,modified,lastInterpreted,references,license,geodeticDatum,class,countryCode,country,rightsHolder,identifier,informationWithheld,verbatimEventDate,datasetName,collectionCode,gbifID,verbatimLocality,occurrenceID,taxonID,recordedBy,catalogNumber,institutionCode,rights,eventTime,occurrenceRemarks,identificationID,individualCount,elevation,elevationAccuracy,continent,stateProvince,habitat,institutionID,georeferencedBy,municipality,county,locality,language,taxonomicStatus,type,vernacularName,samplingProtocol,verbatimElevation,identifiedBy,higherClassification
48,Puma concolor,-122.551417,38.458848,gass84,gbif,1838043621,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:33:24.060+0000,2018-05-31T15:18:45.386+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-11T01:40:56.000+0000,31,2018,4,10,10-04-18,2018-05-25T21:29:58.000+0000,2018-05-31T15:18:45.467+0000,https://www.inaturalist.org/observations/10765684,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Sheila,10765684,NA,Tue Apr 10 2018 18:35:29 GMT-0700 (PDT),iNaturalist research-grade observations,Observations,1838043621,Hood mountain regional park,https://www.inaturalist.org/observations/10765684,42007,Sheila,10765684,iNaturalist,© Sheila some rights reserved,01:35:29Z,NA,23901449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Puma concolor,-122.430188,38.467619,"cdround,gass84",gbif,1836639815,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:46.961+0000,2018-05-09T01:50:58.572+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-16T17:45:16.000+0000,28240,2018,2,26,26-02-18,2018-03-22T03:04:15.000+0000,2018-05-09T01:51:25.224+0000,https://www.inaturalist.org/observations/10260553,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10260553,Coordinate uncertainty increased to 28240m at the request of the observer,2018/02/26 8:02 AM PST,iNaturalist research-grade observations,Observations,1836639815,"California, US",https://www.inaturalist.org/observations/10260553,42007,rprovost,10260553,iNaturalist,© rprovost some rights reserved,16:02:00Z,0802:022618:44F:2941:CAMERA4:3E[078:1126]G[056:0x0076,22779849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Puma concolor,-122.431734,38.480671,"cdround,gass84",gbif,1836639764,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:46.939+0000,2018-05-31T15:17:40.385+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-16T17:37:23.000+0000,28240,2018,2,24,24-02-18,2018-05-14T12:16:06.000+0000,2018-05-31T15:17:40.428+0000,https://www.inaturalist.org/observations/10260482,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10260482,Coordinate uncertainty increased to 28240m at the request of the observer,2018/02/24 10:43 PM PST,iNaturalist research-grade observations,Observations,1836639764,"California, US",https://www.inaturalist.org/observations/10260482,42007,rprovost,10260482,iNaturalist,© rprovost some rights reserved,06:43:00Z,2243:022418:42F:2974:CAMERA4:2E[087:0762]G[056:0x0076,22779589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Puma concolor,-122.586819,38.48214,"cdround,gass84",gbif,1847437962,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:58.853+0000,2018-05-31T15:21:18.396+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-04T18:40:49.000+0000,28240,2018,4,26,26-04-18,2018-05-11T20:05:22.000+0000,2018-05-31T15:21:29.015+0000,https://www.inaturalist.org/observations/12136134,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,12136134,Coordinate uncertainty increased to 28240m at the request of the observer,2018/04/26 1:27 AM PDT,iNaturalist research-grade observations,Observations,1847437962,"California, US",https://www.inaturalist.org/observations/12136134,42007,rprovost,12136134,iNaturalist,© rprovost some rights reserved,08:27:00Z,NA,26552331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Puma concolor,-122.754017,38.484477,"cdround,gass84",gbif,1847591677,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:37.744+0000,2018-05-31T15:23:13.531+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-24T03:25:24.000+0000,28240,2018,2,25,25-02-18,2018-05-25T21:22:58.000+0000,2018-05-31T15:26:24.481+0000,https://www.inaturalist.org/observations/12760242,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Sheila,12760242,Coordinate uncertainty increased to 28240m at the request of the observer,2018/02/25 7:54 AM PST,iNaturalist research-grade observations,Observations,1847591677,"Sonoma County, US-CA, US",https://www.inaturalist.org/observations/12760242,42007,Sheila,12760242,iNaturalist,© Sheila some rights reserved,15:54:00Z,M2E111A1L155-0.0-120.043998,27806495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Puma concolor,-122.490666,38.488963,"cdround,gass84",gbif,1836668912,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:54.425+0000,2018-03-26T13:40:56.328+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-03-22T00:45:58.000+0000,28240,2018,3,3,03-03-18,2018-03-22T04:32:54.000+0000,2018-03-26T13:41:47.547+0000,https://www.inaturalist.org/observations/10350146,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10350146,Coordinate uncertainty increased to 28240m at the request of the observer,2018/03/03 5:34 AM PST,iNaturalist research-grade observations,Observations,1836668912,"California, US",https://www.inaturalist.org/observations/10350146,143589,rprovost,10350146,iNaturalist,© rprovost some rights reserved,13:34:00Z,M2E64A28L0-210.7310028-65.113998,22996263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Puma concolor,-122.483471,38.494989,"cdround,gass84",gbif,1838407956,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:00.897+0000,2018-05-31T15:19:39.456+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-19T19:48:13.000+0000,28240,2018,3,12,12-03-18,2018-05-11T20:06:29.000+0000,2018-05-31T15:19:39.619+0000,https://www.inaturalist.org/observations/11178394,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,11178394,Coordinate uncertainty increased to 28240m at the request of the observer,2018/03/12 9:53 PM PDT,iNaturalist research-grade observations,Observations,1838407956,"California, US",https://www.inaturalist.org/observations/11178394,42007,rprovost,11178394,iNaturalist,© rprovost some rights reserved,04:53:00Z,NA,24878606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Puma concolor,-122.582788,38.504604,"cdround,gass84",gbif,1847437917,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:58.856+0000,2018-05-31T15:21:18.355+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-04T18:40:49.000+0000,28240,2018,4,25,25-04-18,2018-05-11T20:05:26.000+0000,2018-05-31T15:21:29.015+0000,https://www.inaturalist.org/observations/12136133,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,12136133,Coordinate uncertainty increased to 28240m at the request of the observer,2018/04/25 7:41 PM PDT,iNaturalist research-grade observations,Observations,1847437917,"California, US",https://www.inaturalist.org/observations/12136133,42007,rprovost,12136133,iNaturalist,© rprovost some rights reserved,02:41:00Z,NA,26552333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,Puma concolor,-122.532683,38.505626,"cdround,gass84",gbif,1847437992,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:58.836+0000,2018-05-31T15:21:18.411+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-04T18:40:51.000+0000,28240,2018,4,26,26-04-18,2018-05-11T20:05:16.000+0000,2018-05-31T15:21:29.152+0000,https://www.inaturalist.org/observations/12136135,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,12136135,Coordinate uncertainty increased to 28240m at the request of the observer,2018/04/26 8:51 PM PDT,iNaturalist research-grade observations,Observations,1847437992,"California, US",https://www.inaturalist.org/observations/12136135,42007,rprovost,12136135,iNaturalist,© rprovost some rights reserved,03:51:00Z,NA,26552338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Puma concolor,-122.803676,38.513237,"cdround,gass84",gbif,1850954243,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:36:22.478+0000,2018-06-20T17:36:25.598+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-06-10T17:48:57.000+0000,28240,2018,5,29,29-05-18,2018-06-10T23:35:47.000+0000,2018-06-20T17:37:51.388+0000,https://www.inaturalist.org/observations/13303830,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Sheila,13303830,Coordinate uncertainty increased to 28240m at the request of the observer,2018/05/29 3:19 AM PDT,iNaturalist research-grade observations,Observations,1850954243,"Sonoma County, US-CA, US",https://www.inaturalist.org/observations/13303830,42007,Sheila,13303830,iNaturalist,© Sheila some rights reserved,10:19:00Z,NA,28908688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Puma concolor,-122.593473,38.539479,"cdround,gass84",gbif,1838407969,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:00.915+0000,2018-05-31T15:19:39.459+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-19T19:48:13.000+0000,28240,2018,4,3,03-04-18,2018-05-11T20:06:25.000+0000,2018-05-31T15:19:39.593+0000,https://www.inaturalist.org/observations/11178395,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,11178395,Coordinate uncertainty increased to 28240m at the request of the observer,2018/04/03 7:53 PM PDT,iNaturalist research-grade observations,Observations,1838407969,"California, US",https://www.inaturalist.org/observations/11178395,42007,rprovost,11178395,iNaturalist,© rprovost some rights reserved,02:53:00Z,At spring,24878605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Puma concolor,-122.498608,38.543715,"cdround,gass84",gbif,1836669736,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:54.801+0000,2018-03-26T13:40:57.345+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-22T03:18:01.000+0000,28240,2018,3,2,02-03-18,2018-03-22T03:39:38.000+0000,2018-03-26T13:41:49.181+0000,https://www.inaturalist.org/observations/10352577,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10352577,Coordinate uncertainty increased to 28240m at the request of the observer,2018/03/02 3:53 AM PST,iNaturalist research-grade observations,Observations,1836669736,"California, US",https://www.inaturalist.org/observations/10352577,42007,rprovost,10352577,iNaturalist,© rprovost some rights reserved,11:53:00Z,Mayacamas Mountains between Oakville and Glen Ellen,23002249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Puma concolor,-122.475136,38.543816,"cdround,gass84",gbif,1836669822,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:54.741+0000,2018-03-26T13:40:57.399+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-22T03:18:01.000+0000,28240,2018,2,12,12-02-18,2018-03-22T03:37:35.000+0000,2018-03-26T13:41:49.113+0000,https://www.inaturalist.org/observations/10352578,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10352578,Coordinate uncertainty increased to 28240m at the request of the observer,2018/02/12 12:31 AM PST,iNaturalist research-grade observations,Observations,1836669822,"California, US",https://www.inaturalist.org/observations/10352578,42007,rprovost,10352578,iNaturalist,© rprovost some rights reserved,08:31:00Z,Mayacamas Mountains between Oakville and Glen Ellen,23002250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Puma concolor,-122.493433,38.54498,"cdround,gass84",gbif,1836668893,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:54.429+0000,2018-05-31T15:17:52.319+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-03-22T00:45:57.000+0000,28240,2018,2,18,18-02-18,2018-05-14T12:16:40.000+0000,2018-05-31T15:17:52.343+0000,https://www.inaturalist.org/observations/10350145,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,10350145,Coordinate uncertainty increased to 28240m at the request of the observer,2018/02/18 4:57 AM PST,iNaturalist research-grade observations,Observations,1836668893,"California, US",https://www.inaturalist.org/observations/10350145,143589,rprovost,10350145,iNaturalist,© rprovost some rights reserved,12:57:00Z,M2E64A37L0-174.3139953-74.227996,22996262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Puma concolor,-122.408187,38.554583,"cdround,gass84",gbif,1847591588,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:37.744+0000,2018-05-31T15:23:13.456+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-24T03:23:08.000+0000,28240,2018,5,6,06-05-18,2018-05-24T07:07:31.000+0000,2018-05-31T15:26:24.263+0000,https://www.inaturalist.org/observations/12760179,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,Sheila,12760179,Coordinate uncertainty increased to 28240m at the request of the observer,2018/05/06 8:47 PM PDT,iNaturalist research-grade observations,Observations,1847591588,"California, US",https://www.inaturalist.org/observations/12760179,42007,Sheila,12760179,iNaturalist,© Sheila some rights reserved,03:47:00Z,M2E1L0-0R336B38,27806361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Puma concolor,-122.419858,38.576718,"cdround,gass84",gbif,1847474802,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:35:07.356+0000,2018-05-31T15:21:46.796+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-05-09T00:52:16.000+0000,28240,2018,5,3,03-05-18,2018-05-27T16:33:51.000+0000,2018-05-31T15:22:39.142+0000,https://www.inaturalist.org/observations/12281917,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,12281917,Coordinate uncertainty increased to 28240m at the request of the observer,2018/05/03 8:24 PM PDT,iNaturalist research-grade observations,Observations,1847474802,"California, US",https://www.inaturalist.org/observations/12281917,42007,rprovost,12281917,iNaturalist,© rprovost some rights reserved,03:24:00Z,See 'video' https://youtu.be/KO00HzOUVqQ,26849287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Puma concolor,-122.594959,38.585179,"cdround,gass84",gbif,1838407941,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:00.916+0000,2018-05-31T15:19:39.459+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-19T19:48:11.000+0000,28240,2018,4,17,17-04-18,2018-05-29T06:28:11.000+0000,2018-05-31T15:19:39.581+0000,https://www.inaturalist.org/observations/11178391,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,11178391,Coordinate uncertainty increased to 28240m at the request of the observer,2018/04/17 11:50 AM PDT,iNaturalist research-grade observations,Observations,1838407941,"California, US",https://www.inaturalist.org/observations/11178391,42007,rprovost,11178391,iNaturalist,© rprovost some rights reserved,18:50:00Z,NA,24878598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,Puma concolor,-122.507345,38.589919,"cdround,gass84",gbif,1838407972,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:00.910+0000,2018-05-31T15:19:39.469+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-19T19:48:11.000+0000,28240,2018,4,15,15-04-18,2018-05-11T20:06:48.000+0000,2018-05-31T15:19:39.593+0000,https://www.inaturalist.org/observations/11178389,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,11178389,Coordinate uncertainty increased to 28240m at the request of the observer,2018/04/15 9:24 PM PDT,iNaturalist research-grade observations,Observations,1838407972,"California, US",https://www.inaturalist.org/observations/11178389,42007,rprovost,11178389,iNaturalist,© rprovost some rights reserved,04:24:00Z,NA,24878596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Puma concolor,-122.597937,38.591815,"cdround,gass84",gbif,1838407971,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:34:00.917+0000,2018-05-31T15:19:39.453+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-04-19T19:48:14.000+0000,28240,2018,4,15,15-04-18,2018-05-11T20:06:24.000+0000,2018-05-31T15:19:39.588+0000,https://www.inaturalist.org/observations/11178396,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,rprovost,11178396,Coordinate uncertainty increased to 28240m at the request of the observer,2018/04/15 6:41 PM PDT,iNaturalist research-grade observations,Observations,1838407971,"California, US",https://www.inaturalist.org/observations/11178396,42007,rprovost,11178396,iNaturalist,© rprovost some rights reserved,01:41:00Z,NA,24878610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Puma concolor,-120.257549,39.437227,gass84,gbif,1807289765,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:48:30.572+0000,2018-04-09T19:05:09.907+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-01-31T09:09:57.000+0000,28090,2018,1,24,24-01-18,2018-02-16T19:35:15.000+0000,2018-04-09T19:05:09.956+0000,https://www.inaturalist.org/observations/9678619,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,faerthen,9678619,NA,2018/01/24 11:35 AM PST,iNaturalist research-grade observations,Observations,1807289765,"Nevada County, CA, USA",https://www.inaturalist.org/observations/9678619,42007,faerthen,9678619,iNaturalist,© faerthen some rights reserved,19:35:00Z,"Photos by Dan Sayler: ""It snowed just a trace, less than 1/2'' during the dark between Sun. night/Mon. morning, so conditions were perfect in that it was pretty easy to see that no one had been down the road since the weekend. No vehicles, no foot traffic, so it's pretty likely that these were not made by someone's pet. They were pretty fresh, been pretty warm mid day on Mon & Tue.""",21278170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Puma concolor,-105.295213,39.675272,"cdround,gass84",gbif,1836638990,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:46.702+0000,2018-05-09T01:50:56.878+0000,115,HUMAN_OBSERVATION,2435099,1,44,359,732,9703,2435098,"Puma concolor (Linnaeus, 1771)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,NA,SPECIES,2018-03-16T13:39:38.000+0000,28060,2018,3,15,15-03-18,2018-03-16T15:28:52.000+0000,2018-05-09T01:51:23.819+0000,https://www.inaturalist.org/observations/10257994,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,idskehiemstra,10257994,Coordinate uncertainty increased to 28060m to protect threatened taxon,2018/03/15 10:25 PM MST,iNaturalist research-grade observations,Observations,1836638990,"Colorado, US",https://www.inaturalist.org/observations/10257994,42007,idskehiemstra,10257994,iNaturalist,© idskehiemstra some rights reserved,04:25:00Z,NA,22772800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Puma concolor,-105.251394,39.690372,"cdround,gass84",gbif,1831095626,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2018-06-20T17:32:22.128+0000,2018-05-09T01:48:25.321+0000,115,HUMAN_OBSERVATION,6164590,1,44,359,732,9703,2435098,"Puma concolor couguar (Kerr, 1792)",Animalia,Chordata,Carnivora,Felidae,Puma,Puma,concolor,couguar,SUBSPECIES,2018-02-28T16:33:17.000+0000,28060,2018,2,5,05-02-18,2018-03-01T12:38:16.000+0000,2018-05-09T01:48:39.831+0000,https://www.inaturalist.org/observations/10032681,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Mammalia,US,United States,idskehiemstra,10032681,Coordinate uncertainty increased to 28060m to protect threatened taxon,2018/02/05 12:06 AM MST,iNaturalist research-grade observations,Observations,1831095626,"Colorado, US",https://www.inaturalist.org/observations/10032681,143589,idskehiemstra,10032681,iNaturalist,© idskehiemstra some rights reserved,07:06:00Z,NA,22200863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
